"237,""Bags, Suitcases and Accessories"",",,"237,""Töskur, ferðatöskur og fylgihlutir"","
"241,Vegetarian Restaurants,",,"238,Grænmetisveitingastaðir,"
"242,Nature Attractions,",,"239,Náttúruperlur,"
"243,Pet Shops,",,"240,Gæludðravreslanir,"
"249,Ski & Snowboard Schools,",,"241,Skíða- og snjóbrettaskólar,"
"250,Ski & Snowboard Rental,",,"242,Skíða- og snjóbrettaleigur,"
"251,Skatingórinks,",,"243,Brettapallar,"
"252,Radio Stations,",,"244,Útvarpsstöðvar,"
"253,TV Stations,",,"245,Sjónvarpsstöðvar,"
"254,Juice Bars,",,"246,Djúsbarir,"
"255,Kiosks and Newsóstands,",,"247,Sjoppur,"
"256,Concert Halls,",,"248,Tónleikasalir,"
"257,Cultural Centers,",,"249,Menningarmiðstöðvar,"
"258,Caravan and Campervan Dealers,",,"258,Húsbíla- og hjólhýsasalar,"
"259,Car Tyres,",,"259,Hjólbarðar,"
"260,Shops,",,"260,Verslanir,"
"261,Stationery and Office Supplies,",,"261,Ritföng og skrifstofuvörur,"
"262,Eócommerce and Mail Order,",,"262,Netverslun og póstverslun,"
"263,Rental Services ó Equpiment,",,"263,Búnaðarleigur,"
"264,Physiotherapy,",,"264,Sjúkraðjálfun,"
"265,Boats and Boating Accessories,",,"265,Bátar og fylgihlutir,"
"266,Water Transport,",,"266,Vatnafarartæki,"
"267,Childrens Clothes Shops,",,"267,Verslanir með barnafatnað,"
"268,Motorbikes Dealers and Repairs,",,"268,Mótorhjólasalar og viðgerðir,"
"269,Currency Exchange,",,"269,Gjaldeyrisskipti,"
"270,Temporary Staff Agencies,",,"270,Starfsmannaleigur,"
"271,Telecom Stores and Resellers,",,"271,Símaverslanir,"
"272,Portuguese Restaurants,",,"272,Portúgalskir veitingastaðir,"
"273,Brasseries,",,"273,Grillhús,"
"274,British Restaurants,",,"274,Breskir veitingastaðir,"
"275,Modern European Restaurants,",,"275,Nýtísku evrópskir veitingastaðir,"
"276,Tapas Bars,",,"276,Tapasbarir,"
"278,Vietnamese Restaurants,",,"278,Víetnamskir veitingastaðir,"
"279,Thai Restaurants,",,"279,Taílenskir veitingastaðir,"
"280,Mediterranean Restaurants,",,"280,Miðjarðarhafs veitingastaðir,"
"281,Hair Removal,",,"281,Fjarlæging hárs,"
"282,Stadiums,",,"282,íþróttaleikvangar,"
"283,Football Pitches,",,"283,Fótboltavellir,"
